"","B_COUNTRY_ALPHA","Q46","Q49","Q274"
"4440","BGD",1,7,2
"4441","BGD",2,5,3
"4442","BGD",2,9,2
"4443","BGD",2,9,3
"4444","BGD",1,9,1
"4445","BGD",2,9,2
"4446","BGD",2,9,1
"4447","BGD",2,8,0
"4448","BGD",2,6,2
"4449","BGD",2,6,0
"4450","BGD",2,5,0
"4451","BGD",1,8,1
"4452","BGD",2,9,0
"4453","BGD",2,7,2
"4454","BGD",2,10,5
"4455","BGD",2,7,2
"4456","BGD",2,7,5
"4457","BGD",2,7,2
"4458","BGD",2,7,2
"4459","BGD",2,8,3
"4460","BGD",2,8,1
"4461","BGD",2,8,1
"4462","BGD",1,8,2
"4463","BGD",2,9,0
"4464","BGD",2,7,1
"4465","BGD",2,8,0
"4466","BGD",1,10,0
"4467","BGD",2,8,0
"4468","BGD",2,7,2
"4469","BGD",1,9,2
"4470","BGD",2,10,2
"4471","BGD",1,10,2
"4472","BGD",1,10,0
"4473","BGD",1,9,1
"4474","BGD",2,8,6
"4475","BGD",1,10,4
"4476","BGD",2,1,1
"4477","BGD",1,9,0
"4478","BGD",1,10,1
"4479","BGD",2,10,3
"4480","BGD",1,9,3
"4481","BGD",3,6,5
"4482","BGD",1,10,1
"4483","BGD",2,9,1
"4484","BGD",2,8,3
"4485","BGD",1,10,1
"4486","BGD",2,8,4
"4487","BGD",2,8,0
"4488","BGD",2,8,2
"4489","BGD",3,6,3
"4490","BGD",2,10,0
"4491","BGD",3,9,0
"4492","BGD",2,8,0
"4493","BGD",2,6,2
"4494","BGD",1,6,7
"4495","BGD",2,6,3
"4496","BGD",2,7,3
"4497","BGD",2,7,2
"4498","BGD",2,8,3
"4499","BGD",2,8,3
"4500","BGD",2,7,1
"4501","BGD",2,10,2
"4502","BGD",2,6,2
"4503","BGD",1,8,1
"4504","BGD",1,10,0
"4505","BGD",1,10,0
"4506","BGD",2,9,1
"4507","BGD",2,8,3
"4508","BGD",2,6,2
"4509","BGD",1,10,2
"4510","BGD",2,8,2
"4511","BGD",1,9,2
"4512","BGD",2,9,3
"4513","BGD",2,6,2
"4514","BGD",2,8,4
"4515","BGD",2,8,4
"4516","BGD",2,10,3
"4517","BGD",2,9,0
"4518","BGD",2,8,0
"4519","BGD",2,8,3
"4520","BGD",3,8,0
"4521","BGD",2,9,2
"4522","BGD",1,10,2
"4523","BGD",2,8,2
"4524","BGD",2,8,1
"4525","BGD",1,9,1
"4526","BGD",1,9,2
"4527","BGD",1,8,0
"4528","BGD",2,6,2
"4529","BGD",2,8,1
"4530","BGD",3,7,2
"4531","BGD",2,8,2
"4532","BGD",1,10,2
"4533","BGD",2,10,2
"4534","BGD",2,9,4
"4535","BGD",3,2,1
"4536","BGD",2,9,0
"4537","BGD",2,7,5
"4538","BGD",2,10,0
"4539","BGD",3,2,2
"4540","BGD",2,10,3
"4541","BGD",2,10,2
"4542","BGD",1,9,1
"4543","BGD",2,8,2
"4544","BGD",1,10,0
"4545","BGD",2,6,0
"4546","BGD",2,6,0
"4547","BGD",1,8,0
"4548","BGD",2,7,1
"4549","BGD",2,9,4
"4550","BGD",2,6,1
"4551","BGD",2,9,0
"4552","BGD",2,8,2
"4553","BGD",2,9,2
"4554","BGD",1,10,3
"4555","BGD",1,6,0
"4556","BGD",2,9,1
"4557","BGD",1,9,1
"4558","BGD",1,9,0
"4559","BGD",2,9,0
"4560","BGD",2,8,1
"4561","BGD",1,6,1
"4562","BGD",2,7,2
"4563","BGD",3,6,2
"4564","BGD",3,5,1
"4565","BGD",2,6,3
"4566","BGD",2,7,1
"4567","BGD",2,8,2
"4568","BGD",2,8,2
"4569","BGD",1,6,1
"4570","BGD",2,10,2
"4571","BGD",2,9,2
"4572","BGD",1,10,1
"4573","BGD",2,5,0
"4574","BGD",2,2,0
"4575","BGD",2,5,3
"4576","BGD",2,8,4
"4577","BGD",3,2,1
"4578","BGD",3,8,1
"4579","BGD",2,5,1
"4580","BGD",1,10,0
"4581","BGD",2,9,2
"4582","BGD",4,8,4
"4583","BGD",2,6,3
"4584","BGD",2,6,0
"4585","BGD",3,5,6
"4586","BGD",2,7,3
"4587","BGD",2,7,0
"4588","BGD",2,7,2
"4589","BGD",2,7,4
"4590","BGD",3,9,3
"4591","BGD",1,7,3
"4592","BGD",2,7,2
"4593","BGD",1,8,2
"4594","BGD",2,9,2
"4595","BGD",1,10,0
"4596","BGD",2,7,1
"4597","BGD",2,8,3
"4598","BGD",2,8,2
"4599","BGD",1,8,2
"4600","BGD",2,6,2
"4601","BGD",2,8,3
"4602","BGD",2,8,3
"4603","BGD",2,7,1
"4604","BGD",1,8,2
"4605","BGD",2,10,1
"4606","BGD",1,10,0
"4607","BGD",2,10,2
"4608","BGD",1,9,0
"4609","BGD",1,9,0
"4610","BGD",1,9,0
"4611","BGD",3,6,3
"4612","BGD",2,7,1
"4613","BGD",1,10,2
"4614","BGD",2,6,0
"4615","BGD",2,5,3
"4616","BGD",1,9,0
"4617","BGD",3,10,1
"4618","BGD",2,8,2
"4619","BGD",1,7,2
"4620","BGD",2,9,3
"4621","BGD",2,6,2
"4622","BGD",2,6,3
"4623","BGD",2,6,2
"4624","BGD",3,6,3
"4625","BGD",3,5,2
"4626","BGD",3,9,0
"4627","BGD",2,6,5
"4628","BGD",2,6,3
"4629","BGD",2,7,0
"4630","BGD",3,8,0
"4631","BGD",1,7,0
"4632","BGD",2,10,2
"4633","BGD",1,8,1
"4634","BGD",1,6,2
"4635","BGD",1,7,2
"4636","BGD",2,8,2
"4637","BGD",2,6,2
"4638","BGD",2,8,1
"4639","BGD",2,9,1
"4640","BGD",2,7,2
"4641","BGD",1,9,3
"4642","BGD",2,2,0
"4643","BGD",2,8,2
"4644","BGD",2,8,1
"4645","BGD",4,5,3
"4646","BGD",1,7,2
"4647","BGD",3,3,2
"4648","BGD",2,4,0
"4649","BGD",2,8,2
"4650","BGD",4,3,2
"4651","BGD",2,7,6
"4652","BGD",2,6,4
"4653","BGD",2,7,2
"4654","BGD",2,7,0
"4655","BGD",2,6,6
"4656","BGD",3,8,2
"4657","BGD",2,6,2
"4658","BGD",2,8,1
"4659","BGD",2,7,4
"4660","BGD",3,8,2
"4661","BGD",2,7,2
"4662","BGD",2,9,3
"4663","BGD",2,9,0
"4664","BGD",1,9,3
"4665","BGD",3,8,3
"4666","BGD",3,7,0
"4667","BGD",1,8,2
"4668","BGD",2,9,3
"4669","BGD",1,8,1
"4670","BGD",3,6,0
"4671","BGD",2,6,0
"4672","BGD",2,5,2
"4673","BGD",2,7,3
"4674","BGD",2,8,2
"4675","BGD",2,9,6
"4676","BGD",2,7,0
"4677","BGD",2,7,2
"4678","BGD",2,6,4
"4679","BGD",3,6,4
"4680","BGD",2,9,0
"4681","BGD",2,5,0
"4682","BGD",2,6,2
"4683","BGD",2,5,3
"4684","BGD",2,7,3
"4685","BGD",2,7,2
"4686","BGD",3,5,1
"4687","BGD",1,6,0
"4688","BGD",2,9,2
"4689","BGD",2,6,1
"4690","BGD",3,6,2
"4691","BGD",2,6,4
"4692","BGD",1,7,1
"4693","BGD",1,7,2
"4694","BGD",1,7,0
"4695","BGD",2,7,1
"4696","BGD",1,6,3
"4697","BGD",2,6,1
"4698","BGD",1,7,0
"4699","BGD",1,6,1
"4700","BGD",1,6,3
"4701","BGD",3,8,2
"4702","BGD",2,7,1
"4703","BGD",1,8,2
"4704","BGD",4,3,0
"4705","BGD",2,9,2
"4706","BGD",3,4,2
"4707","BGD",2,7,0
"4708","BGD",2,8,2
"4709","BGD",2,8,0
"4710","BGD",2,7,4
"4711","BGD",2,8,4
"4712","BGD",2,9,2
"4713","BGD",1,10,0
"4714","BGD",1,10,1
"4715","BGD",2,10,3
"4716","BGD",2,9,0
"4717","BGD",2,8,6
"4718","BGD",2,10,1
"4719","BGD",2,8,2
"4720","BGD",1,9,3
"4721","BGD",3,6,2
"4722","BGD",2,6,1
"4723","BGD",2,8,3
"4724","BGD",3,9,5
"4725","BGD",3,9,0
"4726","BGD",2,9,0
"4727","BGD",2,5,3
"4728","BGD",1,6,4
"4729","BGD",2,6,4
"4730","BGD",2,6,5
"4731","BGD",1,7,4
"4732","BGD",1,9,1
"4733","BGD",3,7,3
"4734","BGD",2,7,0
"4735","BGD",1,6,4
"4736","BGD",1,9,1
"4737","BGD",1,6,2
"4738","BGD",1,7,2
"4739","BGD",1,10,1
"4740","BGD",1,6,0
"4741","BGD",2,7,4
"4742","BGD",2,8,1
"4743","BGD",2,7,0
"4744","BGD",1,9,3
"4745","BGD",1,8,0
"4746","BGD",2,9,3
"4747","BGD",2,9,3
"4748","BGD",2,8,2
"4749","BGD",2,8,1
"4750","BGD",2,7,2
"4751","BGD",2,8,0
"4752","BGD",2,8,3
"4753","BGD",1,9,0
"4754","BGD",2,8,2
"4755","BGD",2,8,0
"4756","BGD",2,9,2
"4757","BGD",1,1,2
"4758","BGD",1,10,2
"4759","BGD",1,10,1
"4760","BGD",1,9,1
"4761","BGD",1,10,2
"4762","BGD",2,7,0
"4763","BGD",2,8,1
"4764","BGD",1,9,0
"4765","BGD",3,8,1
"4766","BGD",2,9,2
"4767","BGD",2,8,2
"4768","BGD",1,8,1
"4769","BGD",1,10,2
"4770","BGD",2,8,2
"4771","BGD",2,6,0
"4772","BGD",2,9,2
"4773","BGD",3,5,1
"4774","BGD",2,9,0
"4775","BGD",2,5,1
"4776","BGD",2,10,0
"4777","BGD",2,10,2
"4778","BGD",2,5,2
"4779","BGD",2,7,2
"4780","BGD",2,5,2
"4781","BGD",1,9,4
"4782","BGD",2,8,0
"4783","BGD",2,8,1
"4784","BGD",2,8,2
"4785","BGD",2,7,2
"4786","BGD",3,8,0
"4787","BGD",3,5,2
"4788","BGD",2,8,3
"4789","BGD",2,8,3
"4790","BGD",2,9,2
"4791","BGD",1,9,1
"4792","BGD",2,10,1
"4793","BGD",1,9,1
"4794","BGD",2,8,1
"4795","BGD",2,10,0
"4796","BGD",2,9,2
"4797","BGD",2,8,1
"4798","BGD",2,8,1
"4799","BGD",2,8,0
"4800","BGD",1,8,0
"4801","BGD",2,7,4
"4802","BGD",1,2,0
"4803","BGD",1,7,1
"4804","BGD",2,9,2
"4805","BGD",2,9,0
"4806","BGD",2,8,0
"4807","BGD",2,8,3
"4808","BGD",1,8,3
"4809","BGD",1,9,4
"4810","BGD",2,8,0
"4811","BGD",1,6,1
"4812","BGD",2,6,2
"4813","BGD",1,7,2
"4814","BGD",1,6,2
"4815","BGD",1,7,2
"4816","BGD",1,5,5
"4817","BGD",2,7,0
"4818","BGD",1,7,0
"4819","BGD",1,9,4
"4820","BGD",2,6,4
"4821","BGD",3,8,1
"4822","BGD",2,6,1
"4823","BGD",3,5,3
"4824","BGD",2,5,1
"4825","BGD",2,8,0
"4826","BGD",2,5,0
"4827","BGD",2,6,0
"4828","BGD",2,9,0
"4829","BGD",2,8,2
"4830","BGD",2,1,3
"4831","BGD",2,6,2
"4832","BGD",1,6,2
"4833","BGD",2,6,5
"4834","BGD",1,9,2
"4835","BGD",2,8,2
"4836","BGD",2,6,0
"4837","BGD",2,9,2
"4838","BGD",3,7,1
"4839","BGD",2,8,0
"4840","BGD",1,9,1
"4841","BGD",2,8,0
"4842","BGD",3,5,0
"4843","BGD",2,10,2
"4844","BGD",3,7,3
"4845","BGD",2,10,3
"4846","BGD",3,5,2
"4847","BGD",1,10,0
"4848","BGD",2,7,0
"4849","BGD",2,8,3
"4850","BGD",1,10,4
"4851","BGD",1,1,2
"4852","BGD",2,9,2
"4853","BGD",2,9,2
"4854","BGD",2,6,2
"4855","BGD",2,7,2
"4856","BGD",1,10,2
"4857","BGD",2,5,3
"4858","BGD",2,5,1
"4859","BGD",2,5,2
"4860","BGD",2,6,2
"4861","BGD",2,6,1
"4862","BGD",2,7,2
"4863","BGD",1,7,2
"4864","BGD",1,8,2
"4865","BGD",2,9,0
"4866","BGD",2,9,0
"4867","BGD",2,7,0
"4868","BGD",2,7,1
"4869","BGD",2,8,2
"4870","BGD",1,10,2
"4871","BGD",1,9,2
"4872","BGD",1,8,1
"4873","BGD",1,9,1
"4874","BGD",2,9,1
"4875","BGD",2,9,0
"4876","BGD",2,8,2
"4877","BGD",2,6,2
"4878","BGD",2,8,0
"4879","BGD",2,7,1
"4880","BGD",1,9,2
"4881","BGD",1,9,1
"4882","BGD",1,8,2
"4883","BGD",3,3,1
"4884","BGD",2,5,2
"4885","BGD",2,6,2
"4886","BGD",3,4,1
"4887","BGD",2,8,2
"4888","BGD",2,9,2
"4889","BGD",2,6,4
"4890","BGD",2,7,6
"4891","BGD",2,5,4
"4892","BGD",3,2,1
"4893","BGD",1,8,0
"4894","BGD",1,8,1
"4895","BGD",2,8,0
"4896","BGD",3,2,1
"4897","BGD",1,8,0
"4898","BGD",1,9,0
"4899","BGD",2,8,0
"4900","BGD",1,9,1
"4901","BGD",2,7,5
"4902","BGD",2,8,1
"4903","BGD",2,6,2
"4904","BGD",2,5,1
"4905","BGD",2,2,2
"4906","BGD",2,2,0
"4907","BGD",2,9,1
"4908","BGD",2,7,1
"4909","BGD",2,6,2
"4910","BGD",3,5,2
"4911","BGD",2,1,1
"4912","BGD",1,8,3
"4913","BGD",1,10,3
"4914","BGD",1,7,1
"4915","BGD",2,7,2
"4916","BGD",1,9,0
"4917","BGD",3,8,4
"4918","BGD",2,8,0
"4919","BGD",2,6,2
"4920","BGD",2,6,2
"4921","BGD",1,7,2
"4922","BGD",2,8,3
"4923","BGD",2,8,2
"4924","BGD",2,8,3
"4925","BGD",2,6,1
"4926","BGD",2,7,3
"4927","BGD",3,4,3
"4928","BGD",1,7,1
"4929","BGD",2,6,1
"4930","BGD",2,9,2
"4931","BGD",2,8,0
"4932","BGD",2,8,2
"4933","BGD",2,9,1
"4934","BGD",2,8,3
"4935","BGD",2,5,3
"4936","BGD",1,9,4
"4937","BGD",2,5,2
"4938","BGD",1,9,3
"4939","BGD",3,3,2
"4940","BGD",2,6,3
"4941","BGD",3,5,0
"4942","BGD",2,7,3
"4943","BGD",2,6,0
"4944","BGD",3,5,0
"4945","BGD",2,10,0
"4946","BGD",2,6,1
"4947","BGD",2,7,2
"4948","BGD",2,10,3
"4949","BGD",2,9,4
"4950","BGD",2,8,3
"4951","BGD",2,9,2
"4952","BGD",1,10,2
"4953","BGD",2,9,2
"4954","BGD",2,8,3
"4955","BGD",2,7,1
"4956","BGD",2,9,1
"4957","BGD",1,9,3
"4958","BGD",2,7,1
"4959","BGD",1,10,1
"4960","BGD",2,8,0
"4961","BGD",3,3,1
"4962","BGD",1,8,2
"4963","BGD",2,9,1
"4964","BGD",2,6,2
"4965","BGD",2,3,1
"4966","BGD",2,9,1
"4967","BGD",2,5,0
"4968","BGD",2,8,3
"4969","BGD",2,7,0
"4970","BGD",3,4,2
"4971","BGD",2,9,2
"4972","BGD",2,6,2
"4973","BGD",2,10,0
"4974","BGD",3,5,4
"4975","BGD",2,7,2
"4976","BGD",2,6,2
"4977","BGD",2,9,4
"4978","BGD",2,8,2
"4979","BGD",2,9,1
"4980","BGD",1,10,0
"4981","BGD",2,8,2
"4982","BGD",2,9,2
"4983","BGD",1,10,0
"4984","BGD",1,7,1
"4985","BGD",1,8,2
"4986","BGD",2,9,1
"4987","BGD",2,9,1
"4988","BGD",1,9,0
"4989","BGD",2,7,0
"4990","BGD",2,7,5
"4991","BGD",2,9,2
"4992","BGD",1,6,3
"4993","BGD",2,9,1
"4994","BGD",2,9,0
"4995","BGD",2,8,2
"4996","BGD",2,8,2
"4997","BGD",1,7,1
"4998","BGD",1,8,3
"4999","BGD",1,9,3
"5000","BGD",2,4,2
"5001","BGD",2,9,2
"5002","BGD",2,8,2
"5003","BGD",1,8,2
"5004","BGD",3,6,2
"5005","BGD",2,2,2
"5006","BGD",1,7,0
"5007","BGD",1,8,2
"5008","BGD",2,8,3
"5009","BGD",2,9,2
"5010","BGD",2,9,1
"5011","BGD",2,8,7
"5012","BGD",2,6,4
"5013","BGD",2,8,1
"5014","BGD",1,8,0
"5015","BGD",1,9,1
"5016","BGD",2,10,0
"5017","BGD",2,9,0
"5018","BGD",2,6,0
"5019","BGD",2,10,1
"5020","BGD",2,9,1
"5021","BOL",2,5,3
"5022","BOL",2,7,4
"5023","BOL",1,8,0
"5024","BOL",2,5,1
"5025","BOL",2,7,4
"5026","BOL",3,3,1
"5027","BOL",4,3,1
"5028","BOL",1,8,0
"5029","BOL",2,7,0
"5030","BOL",1,8,1
"5031","BOL",3,9,3
"5032","BOL",3,6,2
"5033","BOL",2,7,0
"5034","BOL",3,7,5
"5035","BOL",1,4,1
"5036","BOL",1,8,2
"5037","BOL",3,5,4
"5038","BOL",1,10,1
"5039","BOL",2,10,2
"5040","BOL",2,9,1
"5041","BOL",1,8,4
"5042","BOL",1,6,0
"5043","BOL",3,2,11
"5044","BOL",1,8,3
"5045","BOL",2,10,0
"5046","BOL",2,10,5
"5047","BOL",1,8,0
"5048","BOL",2,8,2
"5049","BOL",1,8,0
"5050","BOL",1,8,0
"5051","BOL",3,9,1
"5052","BOL",2,9,2
"5053","BOL",2,7,2
"5054","BOL",3,10,0
"5055","BOL",1,8,3
"5056","BOL",1,8,2
"5057","BOL",3,4,3
"5058","BOL",3,5,3
"5059","BOL",1,8,2
"5060","BOL",3,8,5
"5061","BOL",3,1,3
"5062","BOL",4,4,0
"5063","BOL",1,9,2
"5064","BOL",3,5,4
"5065","BOL",1,8,1
"5066","BOL",2,6,1
"5067","BOL",3,5,2
"5068","BOL",1,10,0
"5069","BOL",2,9,2
"5070","BOL",2,5,4
"5071","BOL",1,7,0
"5072","BOL",3,5,2
"5073","BOL",3,8,0
"5074","BOL",2,7,0
"5075","BOL",3,8,2
"5076","BOL",3,7,0
"5077","BOL",2,10,11
"5078","BOL",2,8,0
"5079","BOL",1,10,2
"5080","BOL",3,6,2
"5081","BOL",2,8,2
"5082","BOL",1,8,0
"5083","BOL",3,7,0
"5084","BOL",4,7,6
"5085","BOL",1,10,2
"5086","BOL",2,10,1
"5087","BOL",1,8,0
"5088","BOL",2,10,1
"5089","BOL",2,10,0
"5090","BOL",1,10,0
"5091","BOL",3,4,3
"5092","BOL",1,5,1
"5093","BOL",3,5,5
"5094","BOL",2,5,4
"5095","BOL",1,10,1
"5096","BOL",1,9,2
"5097","BOL",3,7,1
"5098","BOL",2,7,1
"5099","BOL",1,7,3
"5100","BOL",2,5,2
"5101","BOL",2,8,5
"5102","BOL",1,9,0
"5103","BOL",1,9,0
"5104","BOL",3,5,5
"5105","BOL",1,10,3
"5106","BOL",1,10,5
"5107","BOL",2,9,7
"5108","BOL",3,5,0
"5109","BOL",2,3,2
"5110","BOL",2,9,0
"5111","BOL",2,8,2
"5112","BOL",3,6,4
"5113","BOL",2,7,0
"5114","BOL",3,5,2
"5115","BOL",3,9,4
"5116","BOL",3,3,3
"5117","BOL",2,8,2
"5118","BOL",2,6,9
"5119","BOL",3,7,5
"5120","BOL",2,7,2
"5121","BOL",1,7,2
"5122","BOL",1,6,2
"5123","BOL",1,7,3
"5124","BOL",1,6,0
"5125","BOL",3,5,1
"5126","BOL",1,5,3
"5127","BOL",1,10,0
"5128","BOL",2,5,0
"5129","BOL",2,8,0
"5130","BOL",1,8,1
"5131","BOL",1,7,0
"5132","BOL",3,6,5
"5133","BOL",3,5,0
"5134","BOL",1,9,0
"5135","BOL",3,10,6
"5136","BOL",2,8,0
"5137","BOL",3,5,0
"5138","BOL",2,6,3
"5139","BOL",1,10,0
"5140","BOL",2,7,0
"5141","BOL",3,8,2
"5142","BOL",2,7,1
"5143","BOL",2,8,1
"5144","BOL",2,10,0
"5145","BOL",1,5,4
"5146","BOL",1,9,1
"5147","BOL",2,5,0
"5148","BOL",1,8,3
"5149","BOL",1,4,5
"5150","BOL",2,6,0
"5151","BOL",2,9,2
"5152","BOL",1,8,0
"5153","BOL",1,9,3
"5154","BOL",2,5,2
"5155","BOL",2,8,3
"5156","BOL",2,8,2
"5157","BOL",1,9,0
"5158","BOL",3,9,0
"5159","BOL",2,8,4
"5160","BOL",3,8,2
"5161","BOL",2,8,3
"5162","BOL",3,4,2
"5163","BOL",3,8,0
"5164","BOL",2,8,2
"5165","BOL",3,8,2
"5166","BOL",3,5,6
"5167","BOL",3,9,2
"5168","BOL",2,5,0
"5169","BOL",1,9,0
"5170","BOL",2,8,2
"5171","BOL",3,6,1
"5172","BOL",1,8,2
"5173","BOL",1,8,0
"5174","BOL",4,4,3
"5175","BOL",3,7,3
"5176","BOL",2,9,2
"5177","BOL",3,6,0
"5178","BOL",3,8,1
"5179","BOL",2,10,2
"5180","BOL",3,9,2
"5181","BOL",1,10,3
"5182","BOL",1,9,2
"5183","BOL",1,7,4
"5184","BOL",2,8,0
"5185","BOL",2,4,4
"5186","BOL",2,8,0
"5187","BOL",3,5,6
"5188","BOL",1,10,4
"5189","BOL",2,7,1
"5190","BOL",2,9,5
"5191","BOL",1,10,4
"5192","BOL",1,9,0
"5193","BOL",1,6,0
"5194","BOL",2,10,2
"5195","BOL",3,5,3
"5196","BOL",3,5,7
"5197","BOL",1,9,1
"5198","BOL",2,4,0
"5199","BOL",3,6,3
"5200","BOL",1,8,1
"5201","BOL",3,6,2
"5202","BOL",3,5,1
"5203","BOL",1,7,2
"5204","BOL",1,7,0
"5205","BOL",1,7,1
"5206","BOL",1,8,3
"5207","BOL",3,8,1
"5208","BOL",1,8,2
"5209","BOL",3,10,0
"5210","BOL",2,9,2
"5211","BOL",1,7,0
"5212","BOL",2,10,6
"5213","BOL",1,8,4
"5214","BOL",3,5,2
"5215","BOL",1,8,4
"5216","BOL",3,4,1
"5217","BOL",3,10,1
"5218","BOL",3,7,0
"5219","BOL",2,5,4
"5220","BOL",3,9,2
"5221","BOL",1,10,2
"5222","BOL",1,10,0
"5223","BOL",2,6,3
"5224","BOL",1,9,2
"5225","BOL",3,4,0
"5226","BOL",1,9,2
"5227","BOL",1,9,2
"5228","BOL",1,7,0
"5229","BOL",1,9,5
"5230","BOL",1,9,3
"5231","BOL",2,8,0
"5232","BOL",2,3,0
"5233","BOL",1,8,2
"5234","BOL",1,6,2
"5235","BOL",3,5,2
"5236","BOL",1,7,0
"5237","BOL",1,9,0
"5238","BOL",1,10,3
"5239","BOL",4,2,3
"5240","BOL",2,10,4
"5241","BOL",2,9,2
"5242","BOL",3,5,3
"5243","BOL",1,9,0
"5244","BOL",2,5,8
"5245","BOL",4,7,3
"5246","BOL",1,9,1
"5247","BOL",1,9,1
"5248","BOL",4,8,0
"5249","BOL",1,10,3
"5250","BOL",2,5,0
"5251","BOL",1,5,0
"5252","BOL",2,8,2
"5253","BOL",4,1,5
"5254","BOL",2,8,3
"5255","BOL",1,8,0
"5256","BOL",2,10,2
"5257","BOL",1,10,2
"5258","BOL",2,8,1
"5259","BOL",1,8,0
"5260","BOL",1,10,1
"5261","BOL",3,4,1
"5262","BOL",2,10,3
"5263","BOL",3,6,4
"5264","BOL",2,9,2
"5265","BOL",1,10,2
"5266","BOL",1,10,0
"5267","BOL",3,5,3
"5268","BOL",2,7,3
"5269","BOL",3,8,2
"5270","BOL",2,7,6
"5271","BOL",2,6,2
"5272","BOL",2,8,1
"5273","BOL",3,5,2
"5274","BOL",1,8,2
"5275","BOL",2,NA,9
"5276","BOL",1,8,3
"5277","BOL",2,10,1
"5278","BOL",2,6,4
"5279","BOL",3,8,2
"5280","BOL",3,5,5
"5281","BOL",2,7,2
"5282","BOL",3,9,6
"5283","BOL",1,9,0
"5284","BOL",2,8,5
"5285","BOL",2,5,0
"5286","BOL",2,8,0
"5287","BOL",3,7,3
"5288","BOL",1,10,2
"5289","BOL",2,9,1
"5290","BOL",1,8,2
"5291","BOL",2,4,5
"5292","BOL",2,8,3
"5293","BOL",3,5,1
"5294","BOL",3,3,4
"5295","BOL",1,9,3
"5296","BOL",1,9,3
"5297","BOL",1,7,1
"5298","BOL",2,7,1
"5299","BOL",NA,7,4
"5300","BOL",3,4,3
"5301","BOL",1,7,2
"5302","BOL",2,9,0
"5303","BOL",1,10,4
"5304","BOL",3,4,2
"5305","BOL",2,8,3
"5306","BOL",2,8,1
"5307","BOL",1,9,1
"5308","BOL",1,10,3
"5309","BOL",4,5,5
"5310","BOL",3,7,2
"5311","BOL",1,6,2
"5312","BOL",2,8,1
"5313","BOL",2,10,1
"5314","BOL",3,6,15
"5315","BOL",1,9,0
"5316","BOL",2,6,0
"5317","BOL",2,8,1
"5318","BOL",2,3,3
"5319","BOL",1,8,7
"5320","BOL",1,8,2
"5321","BOL",2,9,1
"5322","BOL",2,7,1
"5323","BOL",2,7,2
"5324","BOL",1,10,2
"5325","BOL",3,NA,3
"5326","BOL",1,8,1
"5327","BOL",2,7,0
"5328","BOL",2,10,0
"5329","BOL",1,10,0
"5330","BOL",1,8,2
"5331","BOL",2,8,0
"5332","BOL",1,10,3
"5333","BOL",2,1,3
"5334","BOL",1,10,1
"5335","BOL",3,5,3
"5336","BOL",3,5,0
"5337","BOL",1,10,2
"5338","BOL",1,10,1
"5339","BOL",1,9,1
"5340","BOL",2,8,2
"5341","BOL",2,5,3
"5342","BOL",2,5,2
"5343","BOL",3,3,0
"5344","BOL",1,10,2
"5345","BOL",2,7,3
"5346","BOL",1,9,4
"5347","BOL",1,9,6
"5348","BOL",2,10,3
"5349","BOL",2,5,2
"5350","BOL",1,8,1
"5351","BOL",2,9,1
"5352","BOL",2,8,6
"5353","BOL",2,7,2
"5354","BOL",1,5,4
"5355","BOL",3,10,2
"5356","BOL",3,4,5
"5357","BOL",1,10,0
"5358","BOL",2,6,3
"5359","BOL",2,7,7
"5360","BOL",1,9,0
"5361","BOL",2,9,0
"5362","BOL",2,6,0
"5363","BOL",2,10,1
"5364","BOL",2,7,3
"5365","BOL",2,9,3
"5366","BOL",2,8,3
"5367","BOL",1,8,0
"5368","BOL",2,10,5
"5369","BOL",3,6,8
"5370","BOL",2,7,3
"5371","BOL",2,8,4
"5372","BOL",4,4,1
"5373","BOL",1,8,1
"5374","BOL",1,8,2
"5375","BOL",1,6,0
"5376","BOL",3,9,3
"5377","BOL",1,9,1
"5378","BOL",3,6,0
"5379","BOL",2,4,0
"5380","BOL",2,10,2
"5381","BOL",3,5,8
"5382","BOL",1,7,0
"5383","BOL",2,8,3
"5384","BOL",1,8,0
"5385","BOL",1,7,3
"5386","BOL",2,9,2
"5387","BOL",1,7,0
"5388","BOL",1,6,1
"5389","BOL",2,6,2
"5390","BOL",1,10,0
"5391","BOL",1,10,1
"5392","BOL",2,9,0
"5393","BOL",3,10,0
"5394","BOL",1,8,1
"5395","BOL",1,10,5
"5396","BOL",1,5,0
"5397","BOL",2,8,1
"5398","BOL",1,10,4
"5399","BOL",1,10,1
"5400","BOL",2,6,2
"5401","BOL",2,8,2
"5402","BOL",3,1,4
"5403","BOL",2,5,0
"5404","BOL",3,6,0
"5405","BOL",3,5,7
"5406","BOL",2,5,3
"5407","BOL",1,6,0
"5408","BOL",2,7,3
"5409","BOL",2,7,1
"5410","BOL",3,6,7
"5411","BOL",2,8,2
"5412","BOL",3,8,3
"5413","BOL",1,8,1
"5414","BOL",2,9,0
"5415","BOL",2,9,0
"5416","BOL",3,10,3
"5417","BOL",2,9,5
"5418","BOL",3,6,0
"5419","BOL",2,10,2
"5420","BOL",2,10,6
"5421","BOL",3,7,0
"5422","BOL",3,6,2
"5423","BOL",3,5,1
"5424","BOL",3,8,1
"5425","BOL",2,7,1
"5426","BOL",1,10,0
"5427","BOL",2,9,0
"5428","BOL",1,10,0
"5429","BOL",1,10,2
"5430","BOL",2,8,7
"5431","BOL",3,9,0
"5432","BOL",3,7,2
"5433","BOL",1,2,1
"5434","BOL",1,10,1
"5435","BOL",3,1,4
"5436","BOL",4,7,4
